Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"M. Al-Bashayreh","Domain model validation of Context-aware Mobile Patient Monitoring Systems",2015,"Procedia Computer Science","","https://api.elsevier.com/content/article/eid/1-s2.0-S1877050915026642","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84962600506&origin=inward",13,"2024-06-23 22:39:55","Conference Paper","10.1016/j.procs.2015.08.529","1877-0509","https://api.elsevier.com/content/abstract/scopus_id/84962600506",62,,539,546,2,0.22,2,1,9,"","",""
0,"M.G. Albashayreh","Evaluating the reusability of mobile patient monitoring systems framework",2015,"2015 2nd World Symposium on Web Applications and Networking, WSWAN 2015","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84943328916&origin=inward",22,"2024-06-23 22:39:55","Conference Paper","10.1109/WSWAN.2015.7210341","","https://api.elsevier.com/content/abstract/scopus_id/84943328916",,,,,0,0.00,0,1,9,"","",""
1,"M. Al-Bashayreh","Context-aware mobile patient monitoring framework development: An architectural design",2014,"Advanced Science Letters","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84887941521&origin=inward",16,"2024-06-23 22:39:55","Article","10.1166/asl.2014.5264","1936-6612","https://api.elsevier.com/content/abstract/scopus_id/84887941521",20,1,294,298,1,0.10,1,1,10,"","",""
9,"M.G. Al-Bashayreh","Context-aware Mobile Patient Monitoring Frameworks: A systematic review and research agenda",2013,"Journal of Software","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879910620&origin=inward",5,"2024-06-23 22:39:55","Article","10.4304/jsw.8.7.1604-1612","1796-217X","https://api.elsevier.com/content/abstract/scopus_id/84879910620",8,7,1604,1612,9,0.82,9,1,11,"","",""
3,"M.G. Al-Bashayreh","The requirements to enhance the design of context-aware mobile patient monitoring systems using wireless sensors",2013,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874799325&origin=inward",10,"2024-06-23 22:39:55","Conference Paper","10.1007/978-3-642-36642-0_7","1867-8211","https://api.elsevier.com/content/abstract/scopus_id/84874799325",109,,62,71,3,0.27,3,1,11,"","",""
1,"M.G. Al-Bashayreh","Software frameworks in biomedical informatics: A systematic review and research agenda",2013,"Journal of Software","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84890960557&origin=inward",15,"2024-06-23 22:39:55","Article","10.4304/jsw.8.12.2996-3006","1796-217X","https://api.elsevier.com/content/abstract/scopus_id/84890960557",8,12,2996,3006,1,0.09,1,1,11,"","",""
4,"M.G. Al-Bashayreh","Feature model to design application framework for context-aware mobile patient monitoring systems",2012,"2012 IEEE-EMBS Conference on Biomedical Engineering and Sciences, IECBES 2012","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876769528&origin=inward",8,"2024-06-23 22:39:55","Conference Paper","10.1109/IECBES.2012.6498052","","https://api.elsevier.com/content/abstract/scopus_id/84876769528",,,72,77,4,0.33,4,1,12,"","",""
2,"M.G. Al-Bashayreh","A survey on success factors to design application frameworks to develop mobile patient monitoring systems",2012,"2012 IEEE-EMBS Conference on Biomedical Engineering and Sciences, IECBES 2012","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876758731&origin=inward",14,"2024-06-23 22:39:55","Conference Paper","10.1109/IECBES.2012.6498124","","https://api.elsevier.com/content/abstract/scopus_id/84876758731",,,57,62,2,0.17,2,1,12,"","",""
1,"M.G. Al-Bashayreh","A survey on success factors to design context-aware frameworks to develop mobile patient monitoring systems",2012,"2012 IEEE Conference on Open Systems, ICOS 2012","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874282902&origin=inward",17,"2024-06-23 22:39:55","Conference Paper","10.1109/ICOS.2012.6417651","","https://api.elsevier.com/content/abstract/scopus_id/84874282902",,,,,1,0.08,1,1,12,"","",""
1,"M.G. Al-Bashayreh","Towards successful design of context-aware application frameworks to develop Mobile Patient Monitoring Systems using wireless sensors",2012,"2012 IEEE Conference on Open Systems, ICOS 2012","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874277727&origin=inward",18,"2024-06-23 22:39:55","Conference Paper","10.1109/ICOS.2012.6417652","","https://api.elsevier.com/content/abstract/scopus_id/84874277727",,,,,1,0.08,1,1,12,"","",""
